N_docs,ExecutionTimeInsertionMean,ExecutionTimeInsertionTotal,ExecutionTimeSearchMean,ExecutionTimeSearchMax,NumComparisonsInsertionMean,NumComparisonsInsertionTotal,NumComparisonsSearchMean,NumComparisonsSearchMax,TreeHeight,MaxBranch,MinBranch,NumNodes,TreeSizeBytes
2820,0.00149198,3930.11,0.00157306,0.015662,13,36300901,16,21,20,20,12,126614,27980109
2830,0.00149166,3942.71,0.00156514,0.022627,13,36428181,16,21,20,20,12,126785,28067170
2840,0.00149269,3957.29,0.00156308,0.026929,13,36539332,16,21,20,20,12,126908,28127690
2850,0.00149485,3980.67,0.00157453,0.016076,13,36707869,16,21,20,20,12,127279,28231257
2860,0.00149345,3991.55,0.0015936,0.016627,13,36845683,16,21,20,20,12,127513,28324571
2870,0.0014919,4001.47,0.00159208,0.026025,13,36977244,16,21,20,20,12,127645,28420148
2880,0.00149745,4027.43,0.00158715,0.017344,13,37080490,16,21,20,20,12,127776,28501701
2890,0.00149159,4026.99,0.0015847,0.017592,13,37225075,16,21,20,20,12,127910,28561591
2900,0.00149467,4045.95,0.00157201,0.017142,13,37324244,16,21,20,20,12,128058,28606170
2910,0.00149841,4073.77,0.0016026,0.017528,13,37492199,16,21,20,20,12,128322,28703783
2920,0.00149551,4081.77,0.00157062,0.027158,13,37642299,16,21,20,20,12,128511,28782028
2930,0.00149578,4095.54,0.00160463,0.016601,13,37763745,16,21,20,20,12,128610,28832768
2940,0.00149672,4111.15,0.00156898,0.020174,13,37886880,16,21,20,20,12,128863,28909983
2950,0.00149426,4114.86,0.00156731,0.01349,13,37984337,16,21,20,20,12,128931,28946955
2960,0.00149329,4122.33,0.00156195,0.015278,13,38078533,16,21,20,20,12,129022,28998948
2970,0.00149927,4154.82,0.0015781,0.028168,13,38229912,16,21,20,20,12,129200,29078526
2980,0.00149614,4166.07,0.00157497,0.01644,13,38419741,16,21,20,20,12,129429,29189196
2990,0.00149806,4184.09,0.00157244,0.018542,13,38538583,16,21,20,20,12,129563,29247086
3000,0.00149605,4196.5,0.00156826,0.01832,13,38709658,16,21,20,20,12,129849,29343210
3010,0.00148881,4190.89,0.00159579,0.024467,13,38849600,16,21,20,20,12,130021,29429629
3020,0.00149252,4222.35,0.00156227,0.01944,13,39051184,16,21,20,20,12,130495,29544901
3030,0.00149951,4256.67,0.00161264,0.020259,13,39186899,16,21,20,20,12,130631,29613913
3040,0.00149862,4264.18,0.00157645,0.016033,13,39280420,16,21,20,20,12,130751,29684060
3050,0.00149393,4266.78,0.00160297,0.015277,13,39430093,16,21,20,20,12,131000,29766764
3060,0.00149609,4286.87,0.00157848,0.018872,13,39561295,16,21,20,20,12,131130,29828974
3070,0.00149235,4288.3,0.00157926,0.016027,13,39676640,16,21,20,20,12,131501,29911389
3080,0.00149392,4307.87,0.00161408,0.016233,13,39817923,16,21,20,20,12,131676,29981419
3090,0.00149568,4323.1,0.00161538,0.02058,13,39912568,16,21,20,20,12,131794,30019145
3100,0.00149618,4337.58,0.00157982,0.019383,13,40034813,16,21,20,20,12,131917,30084362
3110,0.00149514,4351.23,0.00158796,0.021295,13,40192206,16,21,20,20,12,132182,30179200
3120,0.00149707,4373.12,0.00158076,0.016203,13,40347397,16,21,20,20,12,132473,30257511
3130,0.00149466,4375.78,0.0016188,0.030944,13,40437342,16,21,20,20,12,132535,30284581
3140,0.00149649,4390.29,0.00160017,0.020647,13,40522276,16,21,20,20,12,132617,30329177
3150,0.00149091,4391.56,0.00161521,0.020793,13,40689842,16,21,20,20,12,132856,30439181
3160,0.00148661,4391.93,0.00158081,0.015225,13,40813389,16,21,20,20,12,132979,30488194
3170,0.00149562,4430.37,0.00158602,0.021162,13,40924862,16,21,20,20,12,133117,30546855
3180,0.00149374,4439.99,0.0015952,0.02088,13,41068585,16,21,20,20,12,133362,30627472
3190,0.00149313,4455.53,0.00162629,0.018069,13,41232657,16,21,20,20,12,133536,30712992
3200,0.00149477,4472.81,0.00158573,0.017296,13,41349390,16,21,20,20,12,133655,30766633
3210,0.00149517,4488.28,0.00161758,0.017297,13,41483241,16,21,20,20,12,133790,30829778
3220,0.00149621,4504.82,0.00161376,0.019777,13,41609785,16,21,20,20,12,133960,30881216
3230,0.00149332,4513.47,0.00161543,0.019206,13,41773883,16,21,20,20,12,134125,30956455
3240,0.00149538,4536,0.00159511,0.018519,13,41928133,16,21,20,20,12,134353,31056083
3250,0.00149558,4548.41,0.00157869,0.016713,13,42039677,16,21,20,20,12,134526,31104008
3260,0.0014957,4564.49,0.00158623,0.026978,13,42188266,16,21,20,20,12,134708,31172352
3270,0.00149304,4569.05,0.00161767,0.023698,13,42308237,16,21,20,20,12,134841,31230686
3280,0.00149638,4595.69,0.00163087,0.029195,13,42463679,16,21,20,20,12,135016,31301807
3290,0.00150757,4647.25,0.00164683,0.018726,13,42625325,16,21,20,20,12,135194,31372461
3300,0.00150544,4656.77,0.00162906,0.023008,13,42777069,16,21,20,20,12,135329,31465972
3310,0.00149645,4638.98,0.00161544,0.017077,13,42870507,16,21,20,20,12,135386,31523814
3320,0.00149688,4657.38,0.00162842,0.025847,13,43033362,16,21,20,20,12,135640,31629977
3330,0.00149855,4674.31,0.00162451,0.016452,13,43143843,16,21,20,20,12,135779,31685814
3340,0.00149337,4669.92,0.00159631,0.025666,13,43254826,16,21,20,20,12,135943,31742138
3350,0.00149342,4689.43,0.00160392,0.668471,13,43438753,16,21,20,20,12,136127,31821173
3360,0.0014906,4692.66,0.00162616,0.017351,13,43553526,16,21,20,20,12,136291,31879005
3370,0.0014954,4723.39,0.00162176,0.019978,13,43702157,16,21,20,20,12,136547,31962795
3380,0.00149685,4742.02,0.00159996,0.020352,13,43835326,16,21,20,20,12,136758,32032189
3390,0.00149536,4748.26,0.00168194,1.17207,13,43938236,16,21,20,20,12,136838,32082659
3400,0.00149425,4757.04,0.00163004,0.019588,13,44053972,16,21,20,20,12,136951,32126077
3410,0.00149616,4775.11,0.00158635,0.029745,13,44167170,16,21,20,20,12,137071,32182324
3420,0.00149705,4790.25,0.00162766,0.021384,13,44282808,16,21,20,20,12,137163,32247623
3430,0.00149701,4803.75,0.00162292,0.025484,13,44411494,16,21,20,20,12,137305,32297235
3440,0.00150251,4837.61,0.00162793,0.032057,13,44565013,16,21,20,20,12,137469,32359430
3450,0.00149544,4829.91,0.00162191,0.017023,13,44707910,16,21,20,20,12,137614,32451476
3460,0.0014908,4826.02,0.00159742,0.016194,13,44812744,16,21,20,20,12,137732,32511061
3470,0.00149408,4850.37,0.00159766,0.020036,13,44942824,16,21,20,20,12,137890,32594786
3480,0.00149198,4856.68,0.00159384,0.021339,13,45066918,16,21,20,20,12,137988,32645323
3490,0.00149408,4881.05,0.00162233,0.024785,13,45232262,16,21,20,20,12,138169,32738044
3500,0.0014997,4911.33,0.00162171,0.01991,13,45343692,16,21,20,20,12,138261,32779747
3510,0.0014957,4914.2,0.00162669,0.034934,13,45495597,16,21,20,20,12,138534,32863121
3520,0.0014966,4927.05,0.00163454,0.025156,13,45588286,16,21,20,20,12,138654,32904477
3530,0.00149821,4948.48,0.00163068,0.029501,13,45740956,16,21,20,20,12,138796,32970003
3540,0.00150001,4965.53,0.00160655,0.016598,13,45844043,16,21,20,20,12,138925,33018433
3550,0.00149861,4974.2,0.00166769,0.031873,13,45968972,16,21,20,20,12,139065,33095801
3560,0.00149653,4977.81,0.00162592,0.019428,13,46068112,16,21,20,20,12,139168,33153668
3570,0.00150011,5007.96,0.0016273,0.016685,13,46243507,16,21,20,20,12,139454,33263611
3580,0.0014985,5021.45,0.00160005,0.020022,13,46421874,16,21,20,20,12,139612,33353358
3590,0.001498,5031.95,0.00159181,0.018073,13,46534524,16,21,20,20,12,139707,33393254
3600,0.00149728,5040.88,0.00160378,0.024077,13,46641659,16,21,20,20,12,139865,33446508
3610,0.00149689,5053.74,0.00163139,0.0174,13,46776569,16,21,20,20,12,140062,33527806
3620,0.00150197,5090.53,0.00163221,0.01669,13,46962590,16,21,20,20,12,140258,33617666
3630,0.00149831,5091.81,0.00160757,0.019711,13,47092029,16,21,20,20,12,140514,33699829
3640,0.00149417,5090.9,0.00163744,0.53594,13,47216289,16,21,20,20,12,140629,33769334
3650,0.00149487,5106.24,0.00163397,0.016042,13,47338339,16,21,20,20,12,140726,33823024
3660,0.00149814,5132.95,0.00160848,0.016335,13,47485465,16,21,20,20,12,140919,33897961
3670,0.00149889,5149.49,0.00160471,0.019944,13,47617133,16,21,20,20,12,141031,33963787
3680,0.001497,5155.8,0.00160129,0.016825,13,47737969,16,21,20,20,12,141198,34025288
3690,0.00149916,5177.89,0.00160554,0.029006,13,47876402,16,21,20,20,12,141384,34087148
3700,0.00150286,5203.22,0.00160928,0.026106,13,47993728,16,21,20,20,12,141472,34142232
3710,0.00149791,5201.4,0.00160428,0.024027,13,48139278,16,21,20,20,12,141674,34195690
3720,0.00149746,5210.53,0.00160863,0.029493,13,48239619,16,21,20,20,12,141792,34244371
3730,0.00150688,5252.95,0.00163827,0.026662,13,48328844,16,21,20,20,12,141911,34294852
3740,0.00149882,5239.78,0.00161742,0.107958,13,48469991,16,21,20,20,12,141999,34377628
3750,0.00149839,5254.1,0.0016197,0.01947,13,48620537,16,21,20,20,12,142123,34439218
3760,0.00150243,5283.97,0.00164233,0.01607,13,48768207,16,21,20,20,12,142252,34514200
3770,0.0015083,5315.75,0.00164441,0.02096,13,48871896,16,21,20,20,12,142350,34568858
3780,0.00149723,5290.03,0.00163187,0.02516,13,48996794,16,21,20,20,12,142421,34613086
3790,0.00149832,5309.35,0.00160912,0.020811,13,49145415,16,21,20,20,12,142730,34687079
3800,0.00150284,5343.25,0.00160955,0.026922,13,49315277,16,21,20,20,12,142955,34786853
3810,0.00150221,5355.74,0.00163335,0.018843,13,49454637,16,21,20,20,12,143082,34832610
3820,0.00150215,5368.56,0.00164147,0.017054,13,49576661,16,21,20,20,12,143203,34886104
3830,0.00150078,5380.81,0.00161421,0.017168,13,49740573,16,21,20,20,12,143400,34967378
3840,0.00150857,5429.14,0.00163872,0.017453,13,49933197,16,21,20,20,12,143603,35065918
3850,0.00150616,5437.16,0.00164604,0.024778,13,50091140,16,21,20,20,12,143737,35143366
3860,0.00150285,5443.27,0.00161721,0.018842,13,50263488,16,21,20,20,12,143890,35216783
3870,0.00150596,5468.28,0.00161081,0.02353,13,50392011,16,21,20,20,12,144005,35266795
3880,0.00150602,5481.14,0.00164944,0.017191,13,50510975,16,21,20,20,12,144116,35313144
3890,0.00150125,5475.48,0.0016123,0.042176,13,50621472,16,21,20,20,12,144246,35375044
3900,0.00150155,5493.18,0.00161549,0.023663,13,50779593,16,21,20,20,12,144506,35452679
3910,0.00150706,5528.56,0.00164122,0.027595,13,50922605,16,21,20,20,12,144659,35510136
3920,0.00150142,5517.8,0.00164587,0.016808,13,51016324,16,21,20,20,12,144830,35570681
3930,0.00150435,5542.81,0.00162761,0.023695,13,51150585,16,21,20,20,12,144947,35631602
3940,0.00150287,5551.31,0.0016133,0.021295,13,51281666,16,21,20,20,12,145101,35686833
3950,0.00150438,5570.15,0.00164152,0.039164,13,51406807,16,21,20,20,12,145218,35733380
3960,0.00150371,5582.28,0.00161713,0.024843,13,51544391,16,21,20,20,12,145333,35783288
3970,0.00150403,5598.99,0.00165306,0.017175,13,51691089,16,21,20,20,12,145521,35872349
3980,0.00150738,5625.35,0.00161643,0.023118,13,51821028,16,21,20,20,12,145697,35955560
3990,0.00150569,5633.23,0.00162577,0.123651,13,51954965,16,21,20,20,12,145853,36001707
4000,0.00150416,5642.42,0.00161979,0.022461,13,52095723,16,21,20,20,12,146007,36058546
4010,0.00150818,5668.54,0.00164734,0.020037,13,52198423,16,21,20,20,12,146117,36100883
4020,0.0015249,5746.84,0.00165898,0.023878,13,52342486,16,21,20,20,12,146315,36183330
4030,0.00151644,5727.29,0.00162494,0.020025,13,52457358,16,21,20,20,12,146434,36244182
4040,0.00151958,5750.69,0.00161634,0.016835,13,52564484,16,21,20,20,12,146555,36306743
4050,0.00150527,5707.23,0.0016446,0.027347,13,52664662,16,21,20,20,12,146654,36368701
4060,0.00151152,5748.89,0.00161689,0.022785,13,52832780,16,21,20,20,12,146784,36449489
4070,0.00150669,5743.43,0.00160968,0.016777,13,52954052,16,21,20,20,12,146970,36499814
4080,0.00150812,5761.53,0.00161749,0.02131,13,53072183,16,21,20,20,12,147075,36562949
4090,0.00150839,5782.56,0.00162811,0.017116,13,53261118,16,21,20,20,12,147198,36629603
4100,0.00150996,5805.69,0.00161999,0.019947,13,53423010,16,21,20,20,12,147406,36794915
4110,0.00150695,5809.95,0.00162088,0.018992,13,53572126,16,21,20,20,12,147556,36905692
4120,0.00150966,5836.66,0.00162196,0.019683,13,53726314,16,21,20,20,12,147764,37020947
4130,0.0015073,5845.74,0.00165209,0.015361,13,53899366,16,21,20,20,12,147935,37122120
4140,0.00150819,5862.51,0.00165116,0.017244,13,54024190,16,21,20,20,12,148083,37188455
4150,0.00151401,5905.55,0.00164883,0.01899,13,54216773,16,21,20,20,12,148281,37303945
4160,0.00151156,5907.82,0.00165315,0.016966,13,54327577,16,21,20,20,12,148405,37354599
4170,0.0015094,5916.12,0.00165055,0.031953,13,54487118,16,21,20,20,12,148620,37420280
4180,0.00151076,5936.47,0.00162432,0.018711,13,54629327,16,21,20,20,12,148773,37552370
4190,0.00150897,5939.84,0.00162785,0.022595,13,54725408,16,21,20,20,12,148847,37597972
4200,0.0015102,5961.63,0.00165263,0.021147,13,54885959,16,21,20,20,12,149061,37684492
4210,0.00151503,5996.1,0.00164423,0.017019,13,55030179,16,21,20,20,12,149190,37743212
4220,0.00151386,6009.42,0.00162298,0.022696,13,55200514,16,21,20,20,12,149351,37828647
4230,0.00151163,6010.37,0.00162465,0.025661,13,55291930,16,21,20,20,12,149424,37899906
4240,0.00150687,6000.93,0.00164846,0.024017,13,55379639,16,21,20,20,12,149509,37955935
4250,0.0015153,6044.03,0.00165702,0.021412,13,55467634,16,21,20,20,12,149586,38051313
4260,0.00151185,6042.02,0.00164971,0.027708,13,55578132,16,21,20,20,12,149782,38113466
4270,0.00151323,6061.91,0.00163166,0.015838,13,55712557,16,21,20,20,12,149877,38208870
4280,0.00150875,6065.85,0.0016275,0.024057,13,55919486,16,21,20,20,12,150060,38317374
4290,0.0015111,6090,0.00165138,0.016999,13,56058013,16,21,20,20,12,150199,38388615
4300,0.00151283,6112.76,0.00163004,0.017582,13,56207041,16,21,20,20,12,150359,38462450
4310,0.00151205,6127.88,0.00162118,0.014279,13,56381245,16,21,20,20,12,150590,38564447
4320,0.00150789,6122.16,0.00165706,0.016178,13,56485695,16,21,20,20,12,150711,38601009
4330,0.00151373,6161.38,0.00165963,0.025156,13,56631922,16,21,20,20,12,150815,38654838
4340,0.00151009,6161.29,0.00164657,0.017241,13,56769500,16,21,20,20,12,150917,38720813
4350,0.00151204,6183.78,0.00163137,0.020104,13,56906640,16,21,20,20,12,151114,38783362
4360,0.00151508,6209.33,0.00166075,0.032189,13,57029641,16,21,20,20,12,151266,38828789
4370,0.00151149,6204.62,0.00166705,0.017191,13,57122753,16,21,20,20,12,151324,38877051
4380,0.00151259,6226.5,0.00165357,0.018835,13,57285914,16,21,20,20,12,151539,38942162
4390,0.00151089,6234.26,0.00162511,0.023606,13,57424420,16,21,20,20,12,151670,39005471
4400,0.00151314,6255.26,0.00165139,0.018842,13,57534709,16,21,20,20,12,151800,39056088
4410,0.00151979,6296.87,0.00163649,0.019397,13,57666926,16,21,20,20,12,151949,39138699
4420,0.00151616,6293.5,0.00164004,0.016872,13,57775793,16,21,20,20,12,152027,39179069
4430,0.001513,6301.11,0.00165233,0.015719,13,57971899,16,21,20,20,12,152233,39302845
4440,0.00151113,6308.45,0.0016526,0.015952,13,58113705,16,21,20,20,12,152398,39362380
4450,0.00151397,6330.58,0.00165691,0.028088,13,58209442,16,21,20,20,12,152531,39430857
4460,0.0015163,6355.36,0.00165477,0.024534,13,58350395,16,21,20,20,12,152648,39494243
4470,0.00151436,6361.69,0.00162546,0.016882,13,58486378,16,21,20,20,12,152749,39563277
4480,0.00151453,6380.73,0.00162841,0.01599,13,58660579,16,21,20,20,12,152941,39648419
4490,0.00151369,6387.6,0.00166132,0.026441,13,58758714,16,21,20,20,12,153065,39734754
4500,0.0015146,6407.86,0.00166665,0.016475,13,58912782,16,21,20,20,12,153154,39811745
4510,0.00151302,6413.61,0.00163403,0.016447,13,59028927,16,21,20,20,12,153266,39879468
4520,0.00151386,6428.15,0.00165425,0.016719,13,59130968,16,21,20,20,12,153394,39942911
4530,0.00151439,6448.53,0.00165832,0.018522,13,59302930,16,21,20,20,12,153533,40011367
4540,0.00151436,6460.34,0.00163389,0.024552,13,59414161,16,21,20,20,12,153604,40060536
4550,0.00151713,6485.35,0.00163172,0.024752,13,59537295,16,21,20,20,12,153728,40110328
4560,0.0015148,6489.52,0.00162414,0.018325,13,59669207,16,21,20,20,12,153815,40182185
4570,0.0015183,6518.86,0.00166758,0.01712,13,59804612,16,21,20,20,12,153929,40242353
4580,0.00151763,6530.51,0.0016553,0.017574,13,59940566,16,21,20,20,12,154020,40339873
4590,0.00151604,6535.72,0.00163621,0.024409,13,60053564,16,21,20,20,12,154114,40380293
4600,0.00151986,6569.35,0.00163826,0.024498,13,60214039,16,21,20,20,12,154269,40471271
4610,0.00151456,6558.41,0.00165903,0.01594,13,60326787,16,21,20,20,12,154356,40538917
4620,0.00151578,6587.78,0.00166325,0.022261,13,60556098,16,21,20,20,12,154557,40656473
4630,0.00151688,6604.85,0.00163816,0.017068,13,60670830,16,21,20,20,12,154676,40728002
4640,0.00151924,6627.6,0.00163293,0.023272,13,60786903,16,21,20,20,12,154785,40786809
4650,0.00151666,6631.09,0.00163673,0.022673,13,60925289,16,21,20,20,12,154939,40858928
4660,0.00151866,6651.79,0.00163372,0.016761,13,61036503,16,21,20,20,12,155025,40922514
4670,0.00152233,6683.1,0.00163433,0.024306,13,61179507,16,21,20,20,12,155181,40997989
4680,0.00151715,6673.68,0.00166094,0.016328,13,61304794,16,21,20,20,12,155320,41059411
4690,0.00151956,6698.87,0.001671,0.025896,13,61442002,16,21,20,20,12,155488,41132353
4700,0.00151767,6707.5,0.00166351,0.015267,13,61602133,16,21,20,20,12,155621,41223403
4710,0.0015229,6743.66,0.00166481,0.016534,13,61722807,16,21,20,20,12,155705,41287031
4720,0.00151851,6741.08,0.00166106,0.023412,13,61883020,16,21,20,20,12,155879,41361985
4730,0.00151902,6756.23,0.0016338,0.022607,13,62003160,16,21,20,20,12,155984,41430016
4740,0.00152265,6788.22,0.00163435,0.024052,13,62151528,16,21,20,20,12,156142,41492895
4750,0.00152099,6796.24,0.00163064,0.016659,13,62296251,16,21,20,20,12,156287,41564013
4760,0.00151983,6803.99,0.00166287,0.017186,13,62417554,16,21,20,20,12,156430,41609075
4770,0.00152288,6828.54,0.00164032,0.016688,13,62517974,16,21,20,20,12,156509,41661752
4780,0.00151923,6825.11,0.00165664,0.019434,13,62638737,16,21,20,20,12,156653,41715406
4790,0.00152,6842.53,0.00163265,0.017977,13,62769313,16,21,20,20,12,156760,41790728
4800,0.00151863,6852.9,0.00162702,0.01447,13,62924737,16,21,20,20,12,156957,41874482
4810,0.00152048,6872.4,0.00163815,0.023517,13,63028343,16,21,20,20,12,157065,41932398
4820,0.00152098,6891.94,0.00166891,0.02593,13,63189882,16,21,20,20,12,157180,42015951
4830,0.00152625,6925.69,0.00168561,0.022404,13,63282300,16,21,20,20,12,157277,42054582
4840,0.00152912,6949.84,0.00167619,0.017415,13,63384762,16,21,20,20,12,157341,42097483
4850,0.00151858,6914.52,0.00166525,0.017553,13,63503139,16,21,20,20,12,157537,42150192
4860,0.00152021,6938.83,0.00166971,0.025952,13,63661554,16,21,20,20,12,157689,42221906
4870,0.00151754,6939.85,0.00163923,0.033673,13,63786457,16,21,20,20,12,157813,42299481
4880,0.0015275,7002.21,0.00167408,0.026548,13,63945148,16,21,20,20,12,158023,42370341
4890,0.00152047,6985.93,0.00167634,0.022354,13,64095128,16,21,20,20,12,158157,42471384
4900,0.00152515,7020.37,0.00164759,0.01925,13,64216416,16,21,20,20,12,158274,42519174
4910,0.00152026,7010.72,0.00167864,0.530839,13,64336163,16,21,20,20,12,158356,42577067
4920,0.00152109,7027.87,0.00164323,0.020267,13,64461095,16,21,20,20,12,158476,42632927
4930,0.0015212,7042.03,0.00164422,0.019263,13,64589490,16,21,20,20,12,158609,42694265
4940,0.00152049,7054.86,0.00167461,0.018733,13,64741828,16,21,20,20,12,158736,42792827
4950,0.0015233,7088.19,0.00167288,0.024221,13,64932707,16,21,20,20,12,158848,42909555
4960,0.00152162,7098.23,0.00167124,0.020166,13,65102145,16,21,20,20,12,159011,42982492
4970,0.00152083,7103.52,0.001648,0.022681,13,65184480,16,21,20,20,12,159072,43023519
4980,0.00152567,7139.2,0.00164355,0.021508,13,65306343,16,21,20,20,12,159157,43092728
4990,0.00152126,7131.12,0.00164125,0.017265,13,65424128,16,21,20,20,12,159268,43138048
5000,0.00152527,7161.76,0.00165313,0.023115,13,65534450,16,21,20,20,12,159373,43172674
5010,0.001526,7176.74,0.00166704,0.020545,13,65641009,16,21,20,20,12,159444,43246515
5020,0.00152271,7175.87,0.00166778,0.025983,13,65778192,16,21,20,20,12,159554,43317652
5030,0.00152659,7212.9,0.00164988,0.02283,13,65954776,16,21,20,20,12,159658,43394912
5040,0.00152288,7207.83,0.00167344,0.019888,13,66071770,16,21,20,20,12,159722,43432015
5050,0.00152456,7228.56,0.00164411,0.017036,13,66190529,16,21,20,20,12,159787,43500333
5060,0.00152816,7258.32,0.00164633,0.057242,13,66308625,16,21,20,20,12,159903,43560925
5070,0.0015231,7247.1,0.00167805,0.022758,13,66427768,16,21,20,20,12,159992,43646108
5080,0.00152205,7250.93,0.00166716,0.033717,13,66509751,16,21,20,20,12,160058,43674248
5090,0.00152818,7293,0.00167539,0.016825,13,66630304,16,21,20,20,12,160221,43762679
5100,0.00152298,7283.08,0.00164648,0.019881,13,66770812,16,21,20,20,12,160352,43845047
5110,0.00152341,7297.66,0.00164834,0.02045,13,66887394,16,21,20,20,12,160451,43893057
5120,0.00152676,7325.96,0.00167313,0.020318,13,67001450,16,21,20,20,12,160606,43963046
5130,0.00152189,7316.74,0.00165281,0.021828,13,67134117,16,21,20,20,12,160738,44037009
5140,0.00152861,7369.42,0.00165045,0.022588,13,67325877,16,21,20,20,12,160890,44128883
5150,0.00152504,7370.49,0.00164886,0.01741,13,67496673,16,21,20,20,12,161071,44200526
5160,0.00152337,7372.96,0.00164628,0.029541,13,67594059,16,21,20,20,12,161117,44225552
5170,0.00152513,7394.41,0.00168498,0.022132,13,67713792,16,21,20,20,12,161181,44283963
5180,0.00152537,7410.96,0.00168084,0.029217,13,67857505,16,21,20,20,12,161323,44371051
5190,0.00151946,7395.81,0.00166988,0.017096,13,67984030,16,21,20,20,12,161385,44414013
5200,0.00152526,7436.63,0.00167818,0.026904,13,68101012,16,21,20,20,12,161468,44470477
5210,0.00152313,7441.28,0.00167531,0.021469,13,68241539,16,21,20,20,12,161566,44545779
5220,0.00152325,7456.13,0.00167918,0.026505,13,68375057,16,21,20,20,12,161690,44592025
5230,0.00152331,7472.33,0.00164127,0.016646,13,68524549,16,21,20,20,12,161769,44694069
5240,0.00152627,7498.29,0.00167599,0.019123,13,68630587,16,21,20,20,12,161853,44742982
5250,0.00152474,7504.57,0.00169856,1.05806,13,68759842,16,21,20,20,12,161936,44792391
5260,0.00152541,7523.44,0.00168127,0.018924,13,68906943,16,21,20,20,12,162076,44854205
5270,0.00152608,7542.16,0.00168544,0.031317,13,69051859,16,21,20,20,12,162246,44947818
5280,0.00152738,7564.99,0.00165237,0.023788,13,69205165,16,21,20,20,12,162389,45026510
5290,0.00153201,7608.36,0.00167882,0.023037,13,69397056,16,21,20,20,12,162525,45108342
5300,0.00152451,7579.45,0.00168904,0.524903,13,69473620,16,21,20,20,12,162587,45145284
5310,0.00152361,7594.66,0.00167042,0.02043,13,69661789,16,21,20,20,12,163196,45268794
5320,0.00152418,7610.6,0.00166331,0.6821,13,69784312,16,21,20,20,12,163265,45324844
5330,0.00152699,7639.71,0.00167817,0.02052,13,69923845,16,21,20,20,12,163349,45367403
5340,0.00152383,7641.33,0.00164406,0.016347,13,70088184,16,21,20,20,12,163519,45450075
5350,0.00151971,7632.51,0.00166727,0.022542,13,70197684,16,21,20,20,12,163572,45498298
5360,0.00151424,7619.53,0.00165926,0.022243,13,70333221,16,21,20,20,12,163676,45543197
5370,0.00151495,7635.9,0.00165683,0.032404,13,70454545,16,21,20,20,12,163771,45597115
5380,0.00150907,7628.69,0.00162409,0.019079,13,70669649,16,21,20,20,12,163915,45734494
5390,0.00151123,7652.53,0.00165889,0.022181,13,70791407,16,21,20,20,12,164003,45788649
5400,0.00151697,7698.77,0.00165819,0.028565,13,70955021,16,21,20,20,12,164147,45891922
5410,0.00151478,7700.47,0.00163105,0.021404,13,71075828,16,21,20,20,12,164229,45938183
5420,0.00151544,7722.05,0.00162521,0.017181,13,71250702,16,21,20,20,12,164584,46044364
5430,0.00151088,7707.42,0.00163056,0.01671,13,71330546,16,21,20,20,12,164645,46080398
5440,0.00151591,7748.79,0.0016601,0.025012,13,71479257,16,21,20,20,12,164761,46138293
5450,0.00151462,7751.25,0.0016376,0.022506,13,71563496,16,21,20,20,12,164812,46180440
5460,0.00151023,7740.35,0.00163032,0.019771,13,71672129,16,21,20,20,12,164874,46237854
5470,0.00151371,7773.23,0.00166103,0.032544,13,71813394,16,22,21,21,12,165009,46293810
5480,0.00151037,7766.83,0.00163426,0.023283,13,71914222,16,22,21,21,12,165058,46349633
5490,0.00151276,7790.32,0.00162968,0.027309,13,72019300,16,22,21,21,12,165141,46407385
5500,0.00151903,7838.97,0.00167285,0.019178,13,72174055,16,22,21,21,12,165284,46494888
5510,0.00151127,7812.23,0.00163624,0.018699,13,72300837,16,22,21,21,12,165424,46546588
5520,0.00151653,7852.03,0.00166489,0.017458,13,72419772,16,22,21,21,12,165629,46621296
5530,0.00151438,7861.61,0.00166498,0.021829,13,72618022,16,22,21,21,12,165840,46737806
5540,0.00151309,7867.07,0.00163614,0.016664,13,72732428,16,22,21,21,12,165915,46772259
5550,0.0015163,7895.26,0.00166127,0.02868,13,72839882,16,22,21,21,12,165988,46818922
5560,0.00151514,7903.11,0.00166664,0.024916,13,72970485,16,22,21,21,12,166073,46889037
5570,0.00151421,7915.67,0.00163249,0.023722,13,73135600,16,22,21,21,12,166143,46978804
5580,0.00151388,7929.71,0.00163301,0.023481,13,73283527,16,22,21,21,12,166229,47045526
5590,0.0015123,7932.75,0.00163762,0.02492,13,73389521,16,22,21,21,12,166326,47087881
5600,0.00151836,7976.72,0.00164331,0.019808,13,73502950,16,22,21,21,12,166410,47167944
5610,0.00151854,7989.44,0.00164016,0.018129,13,73613253,16,22,21,21,12,166494,47233524
5620,0.001514,7983,0.00175558,1.18539,13,73778892,16,22,21,21,12,166555,47295986
5630,0.00151473,8002.28,0.00166237,0.017564,13,73925300,16,22,21,21,12,166639,47361266
5640,0.00151277,8003.9,0.00166724,0.019637,13,74037307,16,22,21,21,12,166709,47413260
5650,0.00152206,8068.58,0.00167387,0.02337,13,74182456,16,22,21,21,12,166768,47491016
5660,0.00151233,8031.98,0.00164448,0.017634,13,74324970,16,22,21,21,12,166869,47571639
5670,0.00151663,8072.89,0.00163689,0.031188,13,74496735,16,22,21,21,12,166970,47655533
5680,0.00151435,8072.58,0.00166759,0.018339,13,74607774,16,22,21,21,12,167072,47759151
5690,0.00151392,8085.54,0.00167514,0.020529,13,74752054,16,22,21,21,12,167178,47836889
